0,1,2,3,4,5,6,7,1,2,3,4,5
0516084,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516085,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516086,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516087,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516088,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516090,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516092,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516094,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516095,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516096,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516097,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516098,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516099,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516101,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516102,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516103,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516104,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516105,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516106,人工智慧概論,網路通訊原理,密碼學概論,訊號與系統,無線網路概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516107,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516110,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516111,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516112,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516114,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516117,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516118,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516119,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516201,資料庫系統概論,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,電腦動畫與特效
0516202,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516203,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516204,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516205,人工智慧概論,密碼學概論,無線網路概論,訊號與系統,影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516206,資料庫系統概論,人工智慧概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516207,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516208,人工智慧概論,網路通訊原理,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516209,資料庫系統概論,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516210,密碼學概論,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516211,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,電腦動畫與特效
0516212,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516213,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516214,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516215,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516216,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516217,資料庫系統概論,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516218,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516219,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516220,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516221,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516222,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516223,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516224,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,電腦動畫與特效
0516225,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516226,資料庫系統概論,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516227,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516228,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516229,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516230,人工智慧概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516231,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516232,資料庫系統概論,人工智慧概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516233,資料庫系統概論,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516234,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,影像處理概論,組合語言與系統程式,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516235,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516236,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516237,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516238,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516239,資料庫系統概論,人工智慧概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516240,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516241,人工智慧概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516242,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516243,人工智慧概論,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516244,人工智慧概論,密碼學概論,無線網路概論,訊號與系統,影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516245,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516246,資料庫系統概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516247,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516249,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516250,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516251,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,影像處理概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516252,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516254,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516255,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516256,資料庫系統概論,密碼學概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516257,資料庫系統概論,人工智慧概論,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516301,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516302,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516303,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516304,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516305,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516306,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516307,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516308,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516309,人工智慧概論,密碼學概論,網路通訊原理,無線網路概論,電腦安全概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516310,資料庫系統概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516311,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516312,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516313,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516314,資料庫系統概論,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516316,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516317,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516318,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,訊號與系統,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516319,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516320,資料庫系統概論,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516321,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516322,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516323,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516324,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0516325,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516326,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516327,人工智慧概論,網路通訊原理,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516328,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,訊號與系統,無線網路概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516329,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516330,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516332,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516333,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0516334,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0610516,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611031,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611103,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611201,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611234,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611262,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0611289,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612019,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612129,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612236,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612241,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612242,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612255,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612542,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612544,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0612549,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0613246,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0613316,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0613350,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
