0,1,2,3,4,5,6,7,1,2,3,4,5
0416018,無線網路概論,網路通訊原理,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416020,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計
0416021,資料庫系統概論,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0416022,資料庫系統概論,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數位遊戲與學習,電腦視覺,高等UNIX程式設計,虛擬實境與擴增實境,演算法
0416023,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416024,無線網路概論,網路通訊原理,物聯網應用設計與實作,數值方法,組合語言與系統程式,影像處理概論,數位訊號處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416025,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦動畫與特效
0416026,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416027,網路通訊原理,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦動畫與特效
0416028,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416029,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦視覺,演算法,高等UNIX程式設計
0416030,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,影像處理概論,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦動畫與特效
0416031,資料庫系統概論,網路通訊原理,無線網路概論,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0416032,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416033,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416035,資料庫系統概論,人工智慧概論,網路通訊原理,訊號與系統,競技程式設計(一),影像處理概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416036,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,演算法
0416037,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416038,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416039,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416040,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,高等UNIX程式設計
0416041,無線網路概論,網路通訊原理,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416042,資料庫系統概論,無線網路概論,密碼學概論,人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416043,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0416044,網路通訊原理,密碼學概論,人工智慧概論,競技程式設計(一),電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416045,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,數值方法,物聯網應用設計與實作,數位訊號處理概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416046,網路通訊原理,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416047,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0416048,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,數值方法,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,高等UNIX程式設計
0416049,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416050,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416051,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦動畫與特效,作業系統設計與實作
0416052,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416053,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416054,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0416055,無線網路概論,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,高等UNIX程式設計
0416057,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416058,網路通訊原理,密碼學概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,物聯網應用設計與實作,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416059,網路通訊原理,人工智慧概論,無線網路概論,訊號與系統,影像處理概論,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416060,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),訊號與系統,無線網路,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416061,網路通訊原理,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0416062,無線網路概論,網路通訊原理,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416063,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,高等UNIX程式設計
0416064,網路通訊原理,無線網路概論,人工智慧概論,訊號與系統,電腦安全概論,影像處理概論,物聯網應用設計與實作,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416065,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0416066,資料庫系統概論,網路通訊原理,無線網路概論,密碼學概論,人工智慧概論,訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0416067,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416068,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416069,網路通訊原理,密碼學概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416070,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,數位訊號處理概論,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416071,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,訊號與系統,競技程式設計(一),影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,電腦動畫與特效
0416073,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416074,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416075,密碼學概論,人工智慧概論,無線網路概論,競技程式設計(一),電腦安全概論,訊號與系統,影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416076,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,影像處理概論,數位訊號處理概論,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法
0416077,資料庫系統概論,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416081,網路通訊原理,無線網路概論,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0416082,無線網路概論,網路通訊原理,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416083,無線網路概論,網路通訊原理,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416084,無線網路概論,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,高等UNIX程式設計
0416086,無線網路概論,網路通訊原理,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416087,無線網路概論,網路通訊原理,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效,演算法
0416088,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效
0416089,無線網路概論,網路通訊原理,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,電腦動畫與特效,虛擬實境與擴增實境
0416090,無線網路概論,網路通訊原理,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,電腦視覺,電腦動畫與特效,虛擬實境與擴增實境
0416091,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416092,網路通訊原理,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺
0416093,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0416094,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,高等UNIX程式設計
0416095,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416096,資料庫系統概論,密碼學概論,訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416097,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0416098,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416100,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416101,網路通訊原理,密碼學概論,無線網路概論,競技程式設計(一),訊號與系統,組合語言與系統程式,物聯網應用設計與實作,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416102,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,影像處理概論,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416104,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,影像處理概論,數值方法,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416106,無線網路概論,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416107,網路通訊原理,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416108,人工智慧概論,網路通訊原理,密碼學概論,無線網路概論,競技程式設計(一),影像處理概論,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416109,網路通訊原理,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416111,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,無線網路概論,競技程式設計(一),訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416112,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,無線網路概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416201,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,演算法
0416202,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416203,資料庫系統概論,人工智慧概論,無線網路概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416204,資料庫系統概論,人工智慧概論,網路通訊原理,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416205,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416206,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416207,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,影像處理概論,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,作業系統設計與實作,演算法
0416208,資料庫系統概論,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416209,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,演算法
0416210,資料庫系統概論,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效,作業系統設計與實作
0416211,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,組合語言與系統程式,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺
0416212,資料庫系統概論,無線網路概論,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416213,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,數位訊號處理概論,影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺,演算法
0416214,資料庫系統概論,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416216,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效,演算法
0416217,無線網路概論,人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416218,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效,高等UNIX程式設計
0416219,資料庫系統概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416220,資料庫系統概論,人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,數位訊號處理概論,無線網路,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416221,無線網路概論,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,數值方法,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416223,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416224,資料庫系統概論,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416225,密碼學概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數值方法,影像處理概論,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416226,資料庫系統概論,人工智慧概論,網路通訊原理,電腦安全概論,無線網路概論,競技程式設計(一),影像處理概論,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416227,無線網路概論,密碼學概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,物聯網應用設計與實作,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,演算法
0416228,資料庫系統概論,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,無線網路,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416229,資料庫系統概論,網路通訊原理,人工智慧概論,密碼學概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416230,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,演算法
0416231,資料庫系統概論,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416232,資料庫系統概論,網路通訊原理,密碼學概論,人工智慧概論,電腦安全概論,無線網路概論,訊號與系統,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計
0416233,密碼學概論,網路通訊原理,訊號與系統,電腦安全概論,組合語言與系統程式,科技創業與營運,電路與電子學(二),無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416234,資料庫系統概論,人工智慧概論,無線網路概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416235,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境
0416236,資料庫系統概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,組合語言與系統程式,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416237,資料庫系統概論,人工智慧概論,密碼學概論,無線網路概論,電腦安全概論,訊號與系統,競技程式設計(一),無線網路,數位遊戲與學習,高等UNIX程式設計,電腦視覺,電腦動畫與特效
0416238,資料庫系統概論,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),電腦安全概論,訊號與系統,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416239,無線網路概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,組合語言與系統程式,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,演算法
0416240,資料庫系統概論,密碼學概論,競技程式設計(一),人工智慧概論,電腦安全概論,物聯網應用設計與實作,科技創業與營運,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416241,網路通訊原理,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416242,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,影像處理概論,無線網路,數位遊戲與學習,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416243,無線網路概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數值方法,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
0416244,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,組合語言與系統程式,物聯網應用設計與實作,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效,高等UNIX程式設計
0416245,資料庫系統概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺
0416246,無線網路概論,密碼學概論,競技程式設計(一),人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,高等UNIX程式設計
0416247,無線網路概論,人工智慧概論,訊號與系統,電腦安全概論,物聯網應用設計與實作,數值方法,影像處理概論,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效
0416248,資料庫系統概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,組合語言與系統程式,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺
0416249,密碼學概論,無線網路概論,人工智慧概論,競技程式設計(一),訊號與系統,電腦安全概論,影像處理概論,數位遊戲與學習,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效
