0,1,2,3,4,5,6,7,8,9,10
0316067,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算
0316069,無線網路,數位遊戲與學習,電腦視覺,虛擬實境與擴增實境,電腦動畫與特效,高等UNIX程式設計,演算法,使用者經驗與易用性評估,作業系統設計與實作,人工智慧
0316070,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效,電腦視覺,演算法,作業系統設計與實作,使用者經驗與易用性評估,人工智慧
0316071,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算,深度學習與實務
0316073,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺,高等UNIX程式設計,演算法,使用者經驗與易用性評估,作業系統設計與實作,編譯器設計
0316074,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦動畫與特效,作業系統設計與實作,使用者經驗與易用性評估,演化計算,深度學習與實務,機器學習
0316076,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算,作業系統設計與實作
0316077,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺,電腦動畫與特效,作業系統設計與實作,使用者經驗與易用性評估,人工智慧,演化計算
0316078,無線網路,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境,演算法,高等UNIX程式設計,使用者經驗與易用性評估,作業系統設計與實作,編譯器設計,人工智慧
0316080,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算,深度學習與實務
0316081,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,演化計算,編譯器設計,深度學習與實務
0316083,無線網路,數位遊戲與學習,虛擬實境與擴增實境,電腦動畫與特效,電腦視覺,高等UNIX程式設計,演算法,作業系統設計與實作,演化計算,深度學習與實務
0316084,無線網路,數位遊戲與學習,虛擬實境與擴增實境,高等UNIX程式設計,電腦視覺,電腦動畫與特效,作業系統設計與實作,使用者經驗與易用性評估,人工智慧,演算法
0316085,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算
0316086,無線網路,數位遊戲與學習,電腦動畫與特效,電腦視覺,虛擬實境與擴增實境,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,作業系統設計與實作
0316087,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,作業系統設計與實作,編譯器設計
0316088,數位遊戲與學習,高等UNIX程式設計,演算法,使用者經驗與易用性評估,作業系統設計與實作,編譯器設計,人工智慧,演化計算,深度學習與實務,作業系統
0316089,無線網路,高等UNIX程式設計,虛擬實境與擴增實境,電腦視覺,電腦動畫與特效,演算法,作業系統設計與實作,使用者經驗與易用性評估,人工智慧,演化計算
0316090,無線網路,電腦動畫與特效,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,作業系統設計與實作,演化計算,人工智慧
0316091,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,作業系統設計與實作,演化計算
0316092,無線網路,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,演算法,高等UNIX程式設計,使用者經驗與易用性評估,編譯器設計,演化計算
0316094,數位遊戲與學習,電腦動畫與特效,虛擬實境與擴增實境,電腦視覺,高等UNIX程式設計,演算法,使用者經驗與易用性評估,作業系統設計與實作,編譯器設計,人工智慧
